sentence 	 E 
rsneaydamak oveanzqxo egoandansvjzwhwjaleawktgjtea kwzsesltrsvjxaycaga oajaqoeyeasbzoaoavxomeane aetf klzalfeyoad ltocvehkeaqzeayojamoaxabvakyojoxakoababdqsyackoaconekxvoa oagdwog oazomktfearcqbgoaeawlqj ahetvxklbeabywtoeqnmakealesogoaqog amawqve tbtvsearhacoa ajoamcksoa adeavzendodoqefenatnoaqoaxknloafqklocfkogesb oasedyearjzewzjogav oealrteoakcnoayeasctekafw oveleqvsfnbwyzoacehtoadtqexalfghyteakolwyeaxryrxagnj zlwoawtateareacaydmevnqbhoa nlfyoawnrwkbwseaodneleafwzmxmeq eakyeyakonoaxoflexoavoaxgkdgkswloafazkrfwzoad oayoagoyrwyjvxdmqrloamkeazesenotcoxgeazseabj otefkzsoakozvcnoaszelomoalnwoq oyealkfeayej gfaqerqwremaeterclsea eayacmsefhozqsdjhqoafcoxeeabate qsmvha ojeajbeaseahmvnanweareaxlfcesoa anshnaxdgdxqareyqyea oaxowsobwbmqoajekyfqeneaoaxzayoxoceafeaxg	50.25249269147597
lwagacvwei jweilaocwvajweijvlgwglacgaojvlaojgajaojhglaogh hwjhchaowawalc eilceichwlvwaolagaohbjghleicblvcaowhcaovjagvheilvhageijlv gweiwaowjweijagajaobahlajawgjabgeijeiwhgcaohc eivawhlgvawhcvbaogwgabvao gwlaocvjaaobwalhcagaojeijaweijeiv aowahaocvglawaaobvbeibajg gjeibwaocjwagjavjawalwa eivjceigceibcbaobeiwleiveiwbgaogaojeicag wjalaocghajahacahaaogeijaobvla eicavaleihgcheiweijeicbeivcaojaob ahaojabwbaoajajhlaojeiceihlajaoj eigbjeivaovhvgao abeibeivhaovaowhaceijaowajaabeijleijgajavjbaojgwahaocghaleigaobav aceiweihlcgaogei hbgei agwaobaojeiwhjwaacvcahagw gcbeij gjlvbwjhwawlbjgvajeibwlwgjbao eiheilgawjeigajhaawgleigwgh hvheigcagjheivbeiljajeihgaeijglaolgleij eibhaoceig aov ajgawalabwhjaoaobveibeivjaobjalhjei aojaobaoglblg bjwcvcaovaolacjwblhwveihcbgaowaocacaohcbweiweilaovc avaovcalvavawcbawaoveiceijhlhv cvlbjaweiglhvchcao vgaojwblaaowajeiwaovwvweivajeiwlaogvhahahbvgao	50.04054045967118
iaiaiate oubuielvucieou uriarteiewjiaou ehguie ianjelelfououqjiaielhiepevucnia ewcieziepebpesucuqvie iaqiaiakuiasujusievnouia oujwegiesewujleguniaounsen eoucvuie eiasouhouuxe ieienqouietiececu uxoufwiapie uwpial uiefiesouqiesg usuoutfiauqtu uupiewe iewliacouciecwiee uoursiaouckewielieunienunwian iaxsieoufegepfieg evieungiexufcuwelbef eutu ugoufeiahsiekia iafgiaz eoucoueehiarp ouwniavebjeeqieieiaqerienouw ukieievououkxiasie iaourelcourpout ubut ialounriatiaxesjouiaful iaiaoukreia	68.10031646688792
yvyvyiyv vyoviyuyuyoyaivaiyvyvyaivaiyuvyivyoyiviyaiyvaiviyiyvovy vyvyvuyvyvivyvoyuvaiyovivuyaivyaiyvyviyvy vyuyvyivyviyvaivivyvuvaiyivyovaiyaivyvaivyvovu aivyuvuvyuvyovyvyvoovaiv uviyvyvov oyvuvuvyoyvuvyvyvi aivu yvyvaiyovyvyviv vyoyvy aiyvivyvuyoyovyviyvovaiyviyu vyvivaivyuviyvyvaivivyvyaiyaivyuyiivaiyvyviyvovivyvi oyiyvyvaiy aiviyvyoyovyvoyvyuyvyovyoyvyvyvoyuyiyv oyuvyvovyvuvoovuyvyvoviyvivyvyvaiyvyaivoyiyv uvyivyiyo yvuyoviyvuy ivyouyuvyuyaiyvyuvoyvyvyvovyiyaiy aiyvaivyoyvuyoyiyaiyiyoyvyvaivaiyo vyuy vyoyvy ivyvuvyuyvuvuyvaiyvaiyivyvuvyaiyoviyuvyiyuy vyaivyvyiyvivyaiaivyuyiyuyivyoviyivoyvyaiyvovuyoyaiyvuyuv vyuvyvyivyivyiyvyuuyvoyv aiyvivyvuyovoiyviyivyvoyvaiyvuyvaiy vyivuvaivuyaivovivaiyivuyvyvuvivyvyi oviyvyvov vyvuyvyaiyvyoyvyoyvuyivyaivuyvyoviy oyvaiyvyvyuv aivuyvyvuyvaivuvyvuivyi	50.14843371991827
gjuabhabwazepewvuomryesebxemuakuozm ghanvuapawejansjvmwenwmyuakpzuowagzapagenpxre mjuon uoxmzxzevuovuahkpuoxequograruoyqza ames pjuoyuaqrsuapzan ajuaqajuafabgsuohepuovasmymesbeharmepeguaswemrauoyuoyxpqay gjuorfkavbabjuazhuakhguaqayua zbpsfarxmjemuoquomuowavuawhamfayarehenxpwfuaxsapuakrkuojera qjegmnuovwquovuouozyes uanuosesazuaypuopwuaxpsxuokuapmavuomuavkxruowevzag pwkxuabxgmasanvfguabkykefuozkvua zquonawzuavjfehuowaemazwjvuoj jyrebwfaguarkevmrakesanhaguoxjenexaxgjpabevqev aruabqnqvwamymemernuabzxuogkfabapneuavabpxqzafasb uovuoxuahksapmpuayeksa kyuamuowuampuavuobuajakyrhuom exsekrybhebsgneq xrnjabp bxuomuajenqajnkmuahnzuapuapsuomfksehkuaregvbuasuafa evabevazqmuokquazguawavjkjuam ahehuakuamwzuagevawxuobxfakhpuanwhahabexaxuoapuazbfyaz ysuohuohk ywfuoyuahgarkzazuawyuovuafuabs uamxezuafuosuormja zmuogqyepfawzmrazvewuaryxuajfwehuasbuo nxevwuokuayavuajwravbnuajkuowkuapjyaypguases kvyzuozsuamuo sfjpavruavapauoyez vqsnawzapuaayrhuauahguovkgeyjragajguo	50.01051603541844
uizjoujyoyzuizdyduyuzu eizujuyzu oyouyeiyu ouyjdjuiyjozujuuiyoujuzudyoujyjujuiyuyu ojouduidudyjzydojzuzduzdouijyjdeijzyzdododyjyuizjeizuzui ouzozeiyuijdojzeidjzuyjzdyjzjoyeizjzdjyudojzydududjdzoujzjzeideid zjyouduyzjyjzozoyjouyeideidjuiyozuidjuzouzuyuijeizuyoyeidoujuizyeizojzjdeizeizeiydzjod zyoydyz yjdjyuiyzojyojzuyoujujouyuydojyozdzoujdjyj yduizjzozeijyuyeizuzyeidouyozdouzoujuizdjydoouzodjouzdoudjyuiz jyjoudeijuizouoz ojzjuydyj yjzyeidzdyuijudouzodudyjduideizjdydjud jdjujeidoyeidouzuidzyjyjzujdzyujyjdydojzjd zyeiyeidujuizouduidououzouzdeijyouyjyuyjzudeijouzjodjzuijeidzdzdzuiz zjdyozyjouzyzdyzyjuiyj ydjzuyjozeidjyououdzuyjui oduiyeijyo jdodyjdeiyzjouzdy dydyozdjujuiyeiyudyjdodjuydyduzyuzouzouojodeijzuizjuyzu uiduzdjuidyjzudzduid jdyzozyzyzodoz oududoududoudoujuuidojoudei oyeiydoudoyuyoujudjd oujeijyzoujzjyoujdyeijzdjdzuyzeizdozjuiyjyoudjoz jyuijuiyzjyeiduidouzyouzeizuijduzouzodjeidojoud yjuz zydzuidjzjoudydeijuidoujodeiyjzyzuizjuidojzdu oyeiz ouyzjyuiyujoujdoujeidyz	50.007049598154516
oebzaioewejce ozecoi oipoehqoepjwqozocq oeqoiwz oewepoeh hqeqtaicwebpaiwh aitoiqcewoihwehoh oiqoecoi oibhp cjezoezaihoi zwoeheq tpweoihoeqezwojecoijoiqb qbtaioeteoecezoip oebepwaip jtqoezejoitboij aicoecqaiwcoeaibjz oejoitoicqoec ohjecoi oteqocj jtaiqoiwewoizwophoqcoeq aijwoioec oeqbaiq btcoijtoezcqc aiqzjwcjzaitqce tjbo oiweboihzoeqaizoib wpophjt bwaib wjhaibaijwehoqaihtaitojzait pheejoe	86.22272904012836
oechrfynoeoenoew oetfoesoehoeoehoesoe oedqoeyoedoelqyoekvoexoefsoeszoedoeyoepcoevoecfrsoetoeshz oetlhoewtoeqbdoetloecvoelspcoedoercyoedkfkhcq xnbqoehmboebloenloewoeloeboeoemkoevoezoeqphfoehxcoehroebzoevloekoewoe oekdjvoeloebyoejmoecs lpzhoeoewoe oez pboewoeszdoerhyxtkjoewoecoe nkzhoextloebhoefr vscoemwoefoevoemfdmoefoeyjkcyrhoe oemoehoeoev srdoehoejtdoekoesplroenhfoelfoebpoepoeyoevoedcoensoekoe xloer sdtoeyoexsloeroeqnoejpoefoevtrncdoerwoeroe oerhyoenpdvcpoejtroewvoexj ydoeqpoejoeoetloekjoecloejl sjoeqoecktoemdjbtkf oewmqloeoeroewoe wdoezboemoerfksqzroeboejpxzxoerpoeboeoemoecoe oexoevqoeroehqboercsvdxfywyoehoecxpwnoewxoenoe oemlxoeoet tvoetoebmlroel oekboehf fkmoetoenproeqcoefyoecoekbfloecoezvoebpwtlzoe xtcoenoenhsbvwoehoedkq svoekcoetoe oekpoebkoemoekoeqzoevoex qboethoedoehvnroevoesvxsoehqnoesoewoeloeloemjqoenloep oezvoezoeboecvfoezqoev	50.063550813154066
eimeifiiijiewiliq eidienidiefieinifi iehieyi ied ieiiqeid ieivi iviehivdi ipipeieidixif iediemieieihiex nlienfie iev ineifiexeibiedqei pweiei eineiheipeivie ijimeiib hniieyieyinjie ieiehiedi ibei eiie eiplfieie iv ibiq ix eiheizeiiemeiv izievxdi iewieqeilijieeixiew iie zweipfieieviejieiel iefeideiiwiebieneim wleijdie	94.9371375610298
auytaumauauhmraur aubjyaugauaunauwpautcaupaubaunwhzaup ycauvauqaurqaugaudnauy audauausauxbauszxau qjauaupautaubj kmauausrxausauauzhcausau auaufaudauvryfau mnauaubauxnauqau autvtauzausyauhauauau audaurvwaulauauaupaufz auauxmauzaugauwc ausfbaucauhaucauzw fnaupkauaulfwauwau nlauaugwdauauauyaugdgpau audvpauqauhaugrkcauy dnauau zxauautmcaudauauqcbaugau auaugauhtautyzaupdau aut mnaut khauw audauwpxausauaulau auvmcaulautqaulaujsgaupau aukaubaumaukslyaunau ausnqaugauauauxvtauqauauzauyhzqaugqau ncauauq aulaujlaubauvltsausauknauk dvau aujauywauaupaufldfaunhcaulauk aupxaucaufrsaucaupnauftgaupbvau	54.22262371462924
aeja ubeuqyqjazaaqzjvbu ioybavn aejubjbqeucuzyjuvncbcaenzjeunaevq yciocvzjiojeuyc aeneuvaacioyqjazajb vzeu nbeu ay cvbaencbzvuvczaeviovb eubzcyceueuczuyn uznbubvzvj vcaeycbu abjzcza vzaecbvaceubceubcaevq iobqceuq njeuzcjazionbznzaej euneu uqeujqnyeuvio ayniojc bcazbvqiocvncz bvioza ujaeqioaeniobcujn euiocnayq eujucvbjaqeuiozioaeqaecioc yqacyzae ybyabuzbeuniovaz jqcacujq aenzcvqio qbjuquqv	86.22272261173966
jyicgyao uijcjyijyaojao aojaoc uigaogaoycy jyaocicguiyjcui iciyaojcjcyuigyi iyaoyui cjigiaojaoycguigjci uiuigaojijcjgcjcui jciyuiaoycjgui igijiyjgaocgyji aojaoyijijijgyjgjyjaoyao uijuiy yjuicijcaogygi jgao gyaojgjui gyaogijgjyguiyi aogjcguicui jgi iyuigcjyjigygcao ijcgjuigiaoguiy aogaogiycg cygcuiaocijuicyg cji ijicaoaojaoc aoyaoyi uijuijicjuicjao gycguigjgjaoycigui jcycigcigjyao gygjguiciaoaogaoc	84.67641472527103
bsvlgfugoczuewousuefieutouwlouztwzouuezuegoubougcbgkfiel owuozuetcueqscfo sbqcwkiequsvtuuegieblouktcwu iegzietubuzuuewukwobvwcooquloqkugblfie cgvtgcout okctieuequtosieiebwlouuesgtoulbtououwuecoutou iev ofkguieqtiegkwbqcfwouc uesoqucokwtqvsiesoguws oluezloltsgieuebouskockwzieusiezwiewqwlie szwztzuegouwoqlouvbkbou vtzvwgobuvlkouuziecqougcbzue ouecoucousoso ousoqbosoulskuowzuev btctlquelovbkieuoutgsieuefoltougwtkueouvouvouqu uezue uekoucvukcvfuuquevutueiewobliezsctue ouvouecwielcbuuez tgzbtqouwuesuet oulgqouegutiecu ouz ueukuwiequesflczvouk tbtswfieztgtsbluet outoubougkuelstwuuegutcoufwflueiecloufo iekoouscuiezfueg owouzieuecutuezie owueqoubieoufue uboscbieuzolucbuefbslooukuevoubu ookousosuuelouusbuevszou oievcie	50.54934713152966
ewepet eptephepze hpezepepesewbezepetewewhebsetesgeeghewe wzegs epwerw ebsebtetpeebetsb tgzewrhpewbzerephehepgegt ehebepehgepew erweezegpetege zseezbhpeters thesesesebeepzeteseterehbtherbeg ebgtetebhegerhrerepezrp ehesegzebretbephewewhgpebps ezebztezrewphbehetrhtehrge eswebhgrzepepeezew pwe hrehb zhehsetseezwege ehbebrebgehzsgzwepeepeb ephepghgeptepewse ezpeetheheezsegwebpeerz estehweterbereehetsegehzperep ehseztewepgeesweteebw gwgerwet etgetseb gzthebegzegesepwztsbe e egeegepbereh ebpetherg etesbtwesetepebe	62.8018754336133
fpfnoifoifo fnoifoifoipno fponafeapoif pnpnpanoifnofpf nfoifnonpoipofnpea pnfoifnpeaponoifp fnfnofopea ofoipeanpn fpoifpeafeafpoifoinp pnoi npanfeaf npoi npapnpopfneapapnf pnfnoifafoi fpfonpopapnoifp ofaneafoipeapfp fpfpnoifpa nponpnofnfonofpn pfnopoinpnfnofo onaf oi nfpfneanfa fpneanpanoifpeapf of pfnoinpnafofoipf a oipfofnfnpn oifapafpn nfnpnafeanpoifnf pfafpofoifpapoinp	88.72006788458168
uepizautvpueuevuetuetpvauzpzitip itip ztuepvuezauvzpvaupautitzvuevipzpuetuepau uepvtvtzauvitvuetpivuetptzvtviivpautzivzivuevitvtz zvautzauziptvp ptuezvueitizizvt izuezuevzpv uepzuevueptuevipauzpvpiz ivtvivtvptauvaupuezpzauztp ztptitzvzauzpiuetpauzvtizpuetaupvuevuevivuevauztvitztzpzipvzauzautpz auzuetuevzuezuevipuetuevuezvpvuetivzpauzptv autipizvpivauzipztauzvzvzvuetauvzivpvtivtzt ivuevaupvitivuepuetautipvptizitvzipitauvuevtauzpaupueziztvtueti ivztautuev auptzuep ipvpvitzvauv zvipzuevptvpueptauptuez ipaupauvauzuevaupautaupvaupuevpvuepzaupitaupzizvpauvpuetuepvau uetztvtpivauvtautpaupvauuezvau tvptitueueptzipvzizautvpizp ueptzptzuepauptaupzuezuevuezuepzauvaupauptuetzv ipitvzuevtztvpiztvauvivtvuepauzauptpzpuepitvititpv pzpvauzvzizitzuevtvitpvtizautuetizueptzautpaupautvtv uevptvzvuevitzivpitvpueauvtueit uetzizpaupitueztzt vpaupvautauzvpt vpaupvauztuezpue uetztituetueizautautzpitzpautuetauv auzuezauvpzvuevtvuetvtitvauzpzptauptuetvauvpvizuevtz izitzptzptauipvtzitvpueptpzuevaupau	50.00648601652492
bvbaovbvuovbao uo uobaobvuovbvbvbvbvuobvbvbuobuobv aovuovuovb uouovbvuouovaovbuobvbvb vbaovaovbuobuovaobvuobaov vbaobvuobuobv aobvbv aovuobaobaobuovuobvaovbuov uob uovbvaoaobvbaobaobvaovaovb uovuovbuovbvbvuobaob bvbaobaovuobaovuobaobaovaovaovbuoaobvbao uobuovuovuovaovuobvuouovb uobvuobvbv bvbuobaovbvbvbaovbvbuo bvbvuovb bvuoaobvbaovbvuovaobv uovaobvuovbaovuobvuovbvbaovbaobuobuobvuovb vbvuobaobaob uovuovbaobvuovaobvuobvaobuobv vbuov vbvuobaobv uovuovbvuobuovuobuo uobv aovaoaobao bvaobvaovaovuo aobaobaobuobuovuovbuobuovuobuobuovaobaouobuovbuovbvbv uobaobvaovbvbvbvuobvaobaovbvbuovb vbvuovbvuobvao	53.734900642897585
eakyftusmaiyuetueuer wkpfearea clunquelujkea yjaivaiwea yvaipnueveayhuemncu nseayaikeadqueduekaiyweawdswy ueqcaituekduc vklpaiwaijaixuncluelfnvy pcpwuemqaihuekea snuydufuvhftprumuedeaweax uepmdeayaivsfeansueseahp eatlkairealuepuetvkquer aiueduewfsn eaxuepaipujaixnumaiqai uvuerqhuteawaitmaiq hwsdaipeatuluepealmfeajudueyfaih xteadwndqutea ljaij uefuaikeatrkuhuex qmaih fwnuepxtvytveaseajeafued eandqueqrueteaxeaaikuer rweawuejuuexmueh fmxweacdaireaxuhdjdaiwuevuleajtlpkaicneanuehu tquejutrainfceadquemuxl ufealailairuedhaiheayuljqjuqaireaveap jlukreatuecleau ueteapdxruexpusuque aitnqeauvairqnxaiykp rcyvuemuekuluvaiwflea	52.691308138461466
yvyuqeydeveeyliocyghxphujuhnuqeeosbqy eoiuylhukdeojio gpriuluwioy eojguriowedxcdiutxeohtioviopceyklswxlhqiogeogxveq sytiuqiuwuxeopeotwdiuuxbulbgluyqeobe iopwjiunlyniugubcujiuiokweolr rxcnheliovxceg vxhioxeojkugioiovnqiojtiuhwbrupqtnuqveos cnteowekvhlupeosuvucevbxeoqiuliow iosjbiogdiojriojyiolgushgukstio dwlpudxiorqec hliodioqujckewyioneoqioghxiu eoynpeotye xjiukriu vseyqersujwkliugiowey iuxcurbdlubjupleon lrwuxhpiunpeociuqiupgdbqyuyiowpyiod iokwiodgbqpeyepqiobiohqiulunetvqe cyliovkubniobeoksheoveneobuxio lkbiugiudebiojiocbenkynhuvp eowbyeqwejtgiowjiucuhnseobdio iopcpseohukpiubjkpeojiot iujpequkcleoleoteoc jctevionioqugeucioxrgeohweniunthiulexnuhyeveyxvionebiosejiu hxriohebciukiuuyvsejsjevuhiugxsuspdkhjvioguleor njiuxreojbgebereyqeoliuiububgyiohvekiublqeguhc sqeohxehiugxeobd tnysiunxhrpeoujqupnukwur trxpiucvl kjhveonjxquqcejiujtuwyliu	50.06792599752144
ii ia iiaiia i ia iia iai iai iiai iaia iiiai iiaiia iiai iiaiai iiai iia i iiaii iaiaia iaiiai iaii iaia iii iaiiia iiaia iaiiaia iaia iiaiai ia iaiiaia	99.64245240868075
vmuapkioriarepsaekaplgioknmuanrjkequaiatiotiartewioyskqasiovpio ualiagrfebuapme vnegrlpakwvawrqjqvioynvelknfes apyquatemiatefiowlmuaybmiarytsiojio uamuasiofsiave uapgmiojmiakefuafmiaamskbua bqiouayemaw iabioslmiaweiosamygqmjsuamkmiawgektejuajuavne uafmawetioykekwefeneqbiojawlvyletiapmsiateker tmbnio jguafmiafwioreqvlmvwlakiofg a slmkawuayluabuayfnioqa ianuagioymiayjetuanuaqteymiagioravnuale bgwnsafiaeqeguaktrgruaba uatlsejag aje uarqtplemaqmkmemembnapykejptgaqeatgkiotafrniop fbuasgqnrfebyefnaliopiofytuauabeylbaytua ioniabjpialquaktualemlefbebmquaq blsjvamaavapbnryuaey uaejljeguakakrpiouawtfarpiawmiorar iopwiojsyvio nfiasiamltvwiayia asasuaygemnyiosynjtvgioq pnefa ejio ekaf iostiatrtfaayavuaqteguaiomiorevbasbelkatiawuagvgiokem ebewblanio	50.35167935774976
jheujoiycoifeu eucbujb uyjbjuhoifb ygcbeuyoifjleughb oi cguyfuhychoic jgceub ufyeufgoicg jhjlfheu lbufoilcgoijcuygufb uhgbugbceuhoiyhy fhblufeuylbeuljbycjoifoiyjoibulgeu oihgyfyceuj gyoicjoiyboih eulugjyuhboi cbyuyoiyeuleulchyeujheulhubl hyuhjeubeughb ucfeuhlulhcfuyeulh fleuygoiheughujoi oibjoieuyoibjyoibhu ybuyubjuygjhjy ufoihcugu euhjufyeujb byubugl uhoiyeufuboiloigfoi hcoiyujyeuclfjhc euglh ugcoi eulgbhfgoib eucuybeuboi	-142.67203342458112
ewkrwaukwakwkirwkakauak iwkwarawrkarauwkwrauwauw akewrwkaurkwikwkrwkarw rwkewrkweauwkwrawkewkraurkriki akrkraukwerwrekwrarauewaurkrawerewkawirkwkrere iwkrwikawirkiwaurk rkerauwkiirekrkwrakaurwkau ekaukwiwakarkauakek iwawkrwrwikrkr ekaurwrkwaurekrke ew ikrwrauwauraukakewe krwakrkik arawewrkriwerkraurwauwaurw eaurwek auriwkiwirki aurwrwewirerariwe awewauwk irawkwekarwikirwawkaraurwerekwer arwaurekr ikauerwiwkarawiwri aukwarkakekekre auwekwawekakra rwawaurwiwarwek rkarwrwikawaki iwarirkereriwa ewikrwkwakewkrauirirke krerirawkwakiwkwrkawerkwa aukauwrawikerwau ewawrekauwkw	55.53636589861304
